Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
194257244,How Fascism Works: The Politics of Us and Them,1,"Stanley, Jason",Author,,,"Random House Trade Paperbacks (2020), Edition: Reprint, 256 pages",2020,,,,,How Fascism Works: The Politics of Us and Them by Jason Stanley (2020),Paperback,7.98 inches,0.35 pounds,7.98 inches,0.53 inches,5.2 inches,7.98 x 5.2 x 0.53 inches,,,,,,,,politics,"Recommended By Friends, Anti-Library",English,English,JC481 .S67,[0525511857],"[0525511857, 9780525511854]",,321.9,Political Science  > Political Systems > Social sciences > Totalitarianism,,1,amazon.com books,2020-12-27,,,21040293,,,,
194257327,Gilead: A Novel,1,"Robinson, Marilynne",Author,,,"Picador (2006), Edition: Reprint, 247 pages",2006,,,,,Gilead: A Novel by Marilynne Robinson (2006),Paperback,8.27 inches,0.5 pounds,8.2700622 inches,0.7499985 inches,5.3999892 inches,8.2700622 x 5.3999892 x 0.7499985 inches,247 ,,,,,,,fiction,"Recommended By Friends, Anti-Library",English,English,PS3568.O3125,[031242440X],"[031242440X, 9780312424404]",Children of clergy > Fiction|Christian fiction|Clergy > Fiction|Clergy > Iowa > Fiction|Conflict of generations > Fiction|Domestic Fiction|Domestic fiction|Epistolary fiction|Fathers and sons > Fiction|Grandfathers > Fiction|Kansas > Fiction|Kansas > fiction|Reminiscing in old age > Fiction,813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-12-27,,,16914,,,,
194313874,Lost in a Gallup: Polling Failure in U.S. Presidential Elections,1,"Campbell, W. Joseph",Author,,,"University of California Press (2020), Edition: First, 336 pages",2020,,,,,Lost in a Gallup: Polling Failure in U.S. Presidential Elections by W. Joseph Campbell (2020),Hardcover,9.25 inches,1.55 pounds,9.25 inches,1.25 inches,6.25 inches,9.25 x 6.25 x 1.25 inches,,,,,,,,"politics, history",Anti-Library,English,English,JK1967.C27,[0520300963],"[0520300963, 9780520300965]",,324.973,Biography And History > North America > Political Science  > Social sciences > The political process > United States,,1,amazon.com books,2020-12-28,,,25676213,,,,
194313950,The Public and Its Problems: An Essay in Political Inquiry,5,"Dewey, John",Author,"Rogers, Melvin L.",Editor,"Swallow Press (2016), Edition: 1, 304 pages",2016,,,,,The Public and Its Problems: An Essay in Political Inquiry by John Dewey (2016),Paperback,8.5 inches,0.8 pounds,8.5 inches,1 inch,5.5 inches,8.5 x 5.5 x 1 inches,,,,,,,,"politics, philosophy",Anti-Library,"English, French",English,JC251 .D47,[0804011664],"[0804011664, 9780804011662]","Democracy|Political science|State, The|State, the|democracy",321.8,Political Science  > Political Systems > Republic > Social sciences,,1,amazon.com books,2020-12-28,,,69301,,,,
194313981,If Then: How the Simulmatics Corporation Invented the Future,1,"Lepore, Jill",Author,,,"Liveright (2020), Edition: Illustrated, 432 pages",2020,,,,,If Then: How the Simulmatics Corporation Invented the Future by Jill Lepore (2020),Hardcover,9.6 inches,1.6 pounds,9.6 inches,1.5 inches,6.4 inches,9.6 x 6.4 x 1.5 inches,,,,,,,,"computers, history",Anti-Library,English,English,QA76.D343 L47,[1631496107],"[1631496107, 9781631496103]",,006.3,Artificial Intelligence > Computing and Information > Information > Special Topics,,1,amazon.com books,2020-12-28,,,24702986,,,,
194314208,Come as You Are (The Surprising New Science that Will Transform Your Sex Life),1,"Nagoski, Emily",Author,,,"Simon & Schuster (2015), Edition: 1, 416 pages",2015,,,,,Come as You Are (The Surprising New Science that Will Transform Your Sex Life) by Emily Nagoski (2015),Paperback,,0.85 pounds,,,,,,,,,,,,"sex, relationships",Anti-Library,English,English,HQ46 .N32,[1476762090],"[1476762090, 9781476762098]",,613.9,"Birth control, reproductive technology, sex hygiene, sexual techniques > Medicine and health > Personal health and safety > Technology and Application of Knowledge",,1,amazon.com books,2020-12-28,,,15558699,,,,
194314283,The Art of Doing Science and Engineering: Learning to Learn,5,"Hamming, Richard W.",Author,Bret Victor,Foreword,"Stripe Press (2020), 432 pages",2020,,,,,The Art of Doing Science and Engineering: Learning to Learn by Richard W. Hamming (2020),Hardcover,,0.5070632026 pounds,,,,,,,,,,,,learning,Anti-Library,English,English,Q175 .H263,[1732265178],"[1732265178, 9781732265172]",,500,General Science > General Science > Natural sciences and mathematics,,1,amazon.com books,2020-12-28,,,1776671,,,,
194314313,The Elephant in the Brain: Hidden Motives in Everyday Life,5,"Simler, Kevin",Author,"Hanson, Robin",Author,"Oxford University Press (2020), 416 pages",2020,,,,,The Elephant in the Brain: Hidden Motives in Everyday Life by Kevin Simler (2020),Paperback,9.2 x 6.1 inches,1.25 pounds,6.1 inches,1.4 inches,9.2 inches,6.1 x 9.2 x 1.4 inches,,,,,,,,thinking,Anti-Library,English,English,BF697.S426 S56,[0197551955],"[0197551955, 9780197551950]",,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-12-28,,,19982533,,,,
194314375,Critique of Religion and Philosophy,1,"Kaufmann, Walter A.",Author,,,"Princeton University Press (1979), Edition: 3rd, 480 pages",1979,,,,,Critique of Religion and Philosophy by Walter A. Kaufmann (1979),Paperback,8.3 inches,1.3117504589 pounds,8.3 inches,1.2 inches,5.4 inches,8.3 x 5.4 x 1.2 inches,480 ,,,,,,,religion,Anti-Library,English,English,BL48.K38,[0691020019],"[0691020019, 9780691020013]",Philosophy and religion|Religion|Religion > Philosophy|religion,210,Natural Theology > Natural Theology and Secularism > Religions,,1,amazon.com books,2020-12-28,,,88732,,,,
194314520,New Turing Omnibus (New Turning Omnibus : 66 Excursions in Computer Science),1,"Dewdney, A.K.",Author,,,"W H Freeman & Co (Sd) (1993), Edition: Revised, 455 pages",1993,,,,,New Turing Omnibus (New Turning Omnibus : 66 Excursions in Computer Science) by A.K. Dewdney (1993),Paperback,9.25 inches,1.5652820602 pounds,9.25 inches,6.5 inches,1 inch,9.25 x 1 x 6.5 inches,480 ,,,,,,,computer_science,Anti-Library,English,English,QA76 .D448,[0716782715],"[0716782715, 9780716782711]",Computers|Electronic data processing,004,Computer science > Computing and Information > Information,,1,amazon.com books,2020-12-28,,,201858,,,,
194314557,The Friendly Orange Glow: The Untold Story of the PLATO System and the Dawn of Cyberculture,5,"Dear, Brian",Author,,,"Pantheon (2017), Edition: First Edition, 640 pages",2017,,,,,The Friendly Orange Glow: The Untold Story of the PLATO System and the Dawn of Cyberculture by Brian Dear (2017),Hardcover,9.8 inches,2.12525620568 pounds,9.8 inches,1.5 inches,6.6 inches,9.8 x 6.6 x 1.5 inches,,,,,,,,computers,Anti-Library,English,English,QA76.P53 D43,[1101871555],"[1101871555, 9781101871553]",,303.48,Causes of change > Social Processes > Social Sciences > Social change > Social sciences,,1,amazon.com books,2020-12-28,,,19177152,,,,
194317346,Nonviolent Communication (A Language of Life),1,"Rosenberg, Marshall B.",Author,,,"Puddle Dancer Press (2015), Edition: 3, 264 pages",2015,,,,,Nonviolent Communication (A Language of Life) by Marshall B. Rosenberg (2015),Paperback,,0.95 pounds,,,,,,,,,,,,relationships,Anti-Library,English,English,BF637.C45 R645,[189200528X],"[189200528X, 9781892005281]",Affective education|Communication in education|Interpersonal Relations|Interpersonal communication|Interpersonal relations|Teacher-student relationships|interpersonal communication,153.6,Cognition And Memory > Communication > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-12-28,,,183154,,,,
194566966,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding... Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis",1,"Anderson, Sam",Author,,,"Crown (2019), Edition: Reprint, 448 pages",2019,,,,,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding... Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis by Sam Anderson (2019)",Paperback,7.98 inches,0.75 pounds,7.98 inches,0.97 inches,5.15 inches,7.98 x 5.15 x 0.97 inches,,,,,,,,"basketball, libby","eBooks, Anti-Library",English,English,F704.O41 A53,[0804137331],"[0804137331, 9780804137331]",,976.6,History and Geography > North America > Oklahoma > South Central U.S.,,1,amazon.com books,2021-01-01,,,21310650,,,,
194574523,How to Think: A Survival Guide for a World at Odds,1,"Jacobs, Alan",Author,,,"Currency (2017), Edition: Illustrated, 160 pages",2017,,,,,How to Think: A Survival Guide for a World at Odds by Alan Jacobs (2017),Hardcover,7.8 inches,0.5 pounds,7.8 inches,0.7 inches,5.3 inches,7.8 x 5.3 x 0.7 inches,,,,,,,,thinking,Anti-Library,English,English,BF441 .J275,[0451499603],"[0451499603, 9780451499608]",,153.42,"Cognition And Memory > Critical Thinking > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment",,1,amazon.com books,2021-01-01,,,19262900,,,,
194673264,Inside Power,1,"Sheffield, Gary",Author,"Ritz, David",Author,"Crown (2007), Edition: First Edition, 256 pages",2007,,,,,Inside Power by Gary Sheffield (2007),Hardcover,9.41 inches,1 pound,9.41 inches,0.98 inches,6.43 inches,9.41 x 6.43 x 0.98 inches,,,,,,,,"baseball, bio",Anti-Library,English,English,GV865.S45 A3,[0307352226],"[0307352226, 9780307352224]",,796.357092,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography > Biography And History > Recreational and performing arts > The arts,,1,amazon.com books,2021-01-03,,,2975075,,,,
194673296,Omar! My Life On and Off the Field: Memoirs of a Gold-Glove Shortstop,1,"Vizquel, Omar",Author,"Dyer, Bob",Contributor,"Gray & Company, Publishers (2003), Edition: 1, 264 pages",2003,,,,,Omar! My Life On and Off the Field: Memoirs of a Gold-Glove Shortstop by Omar Vizquel (2003),Paperback,8.5 inches,0.68 pounds,8.5 inches,0.8 inches,5.5 inches,8.5 x 5.5 x 0.8 inches,272 ,,,,,,,"baseball, bio",Anti-Library,English,English,GV865.V59 A3,[1886228590],"[1886228590, 9781886228597]","Baseball players > United States > Biography|Vizquel, Omar",796.357092,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography > Biography And History > Recreational and performing arts > The arts,,1,amazon.com books,2021-01-03,,,1102482,,,,
194812149,BigLaw: Money and Meaning in the Modern Law Firm (Chicago Series in Law and Society),1,"Regan, Mitt",Author,"Rohrer, Lisa H.",Author,"University of Chicago Press (2020), Edition: First, 293 pages",2020,,,,,BigLaw: Money and Meaning in the Modern Law Firm (Chicago Series in Law and Society) by Mitt Regan (2020),Paperback,9 inches,0.87 pounds,9 inches,0.8 inches,6 inches,9 x 6 x 0.8 inches,,,,,,,,law,Anti-Library,English,English,KF300.R44,[022674213X],"[022674213X, 9780226742137]",,338.4,Economics > Production > Secondary industries and services > Social sciences,,1,amazon.com books,2021-01-05,,,25924166,,,,
195286023,The Untethered Soul: The Journey Beyond Yourself,5,"Singer, Michael A.",Author,,,"New Harbinger Publications/ Noetic Books (2007), Edition: 1, 200 pages",2007,,,,,The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (2007),Paperback,8.9 x 0.6 inches,0.6172943336 pounds,0.6 inches,5.9 inches,8.9 inches,0.6 x 8.9 x 5.9 inches,181 ,,,,,,,selfhelp,Anti-Library,English,English,BF311 .S5683,[1572245379],"[1572245379, 9781572245372]",,153,Cognition And Memory > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-16,,,4178537,,,,
195335988,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",1,"Saunders, George",Author,,,"Random House (2021), Edition: 1st Edition, 432 pages",2021,,,,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life by George Saunders (2021)",Hardcover,9.53 inches,1.5 pounds,9.53 inches,1.35 inches,6.4 inches,9.53 x 6.4 x 1.35 inches,,,,,,,,writing,Anti-Library,English,English,PG3097,[1984856022],"[1984856022, 9781984856029]",,891.708,Collections > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian literature,,1,amazon.com books,2021-01-17,,,25271707,,,,
195382609,Cake Magic,1,"Welsh, Virginia",Author,,,"Conran (1986), 128 pages",1986,,,,,Cake Magic by Virginia Welsh (1986),Hardcover,,,,,,,,,,,,,,"personal, food",Anti-Library,English,English,,[1850290156],"[1850290156, 9781850290155]",,641.8653,Baking > Cakes > Cooking Specific Dishes > Desserts > Food And Drink > Home and family management > Technology and Application of Knowledge,,1,amazon.com books,2021-01-18,,,1493322,,,,
195382748,"The Naked and the Nude: A History of the Nude in Photographs 1839 to the Present 1st edition by Lewinski, Jorge published by Harmony Hardcover",5,aa,Author,,,"Harmony (1994), Edition: 18337th",1994,,,,,"The Naked and the Nude: A History of the Nude in Photographs 1839 to the Present 1st edition by Lewinski, Jorge published by Harmony Hardcover by aa (1994)",Paperback,,,,,,,,,,,,,,"personal, art",Anti-Library,,English,TR674 .L48,,,,778.921,"Human figures > Nudes > Photography of specific subjects > Photography, computer art, cinematography, videography > Special Applications > The arts",,1,amazon.com books,2021-01-18,,,1846760,,,,
195440473,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,5,"Battelle, John",Author,,,"Portfolio (2006), Edition: Illustrated, 336 pages",2006,,,,,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture by John Battelle (2006),Paperback,8.42 inches,0.67 pounds,8.42 inches,0.87 inches,5.48 inches,8.42 x 5.48 x 0.87 inches,336 ,,,,,,,"computers, history",Anti-Library,English,English,HD9696.U64 G663,[1591841410],"[1591841410, 9781591841418]",Google|Google (Firm)|Information society > United States|Internet industry > United States|Internet searching|Web search engines|web search engines,338.761025040973,Business Enterprises > By Industry > Economics > Production > Service > Social sciences,,1,amazon.com books,2021-01-19,,,789,,,,
195617661,The Misinformation Age: How False Beliefs Spread,5,"O'Connor, Cailin",Author,"Weatherall, James Owen",Author,"Yale University Press (2020), 280 pages",2020,,,,,The Misinformation Age: How False Beliefs Spread by Cailin O'Connor (2020),Paperback,8.5 inches,0.64815905028 pounds,8.5 inches,0.8 inches,5.4 inches,8.5 x 5.4 x 0.8 inches,,,,,,,,conspiracy,Anti-Library,English,English,BF323.E7 O23,[0300251858],"[0300251858, 9780300251852]",,153.74,Cognition And Memory > Perception > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-24,,,22658787,,,,
195618641,I Left My Homework in the Hamptons: What I Learned Teaching the Children of the One Percent,3,"Grossberg, Blythe",Author,,,"Hanover Square Press (2021), Edition: Original, 304 pages",2021,,,,,I Left My Homework in the Hamptons: What I Learned Teaching the Children of the One Percent by Blythe Grossberg (2021),Hardcover,9.25 inches,1.14 pounds,9.25 inches,1.1 inches,6.13 inches,9.25 x 6.13 x 1.1 inches,,,,,,,,"sociology, hoopla, libby","eBooks, Anti-Library",English,English,LC1201.G76,[1335775536],"[1335775536, 9781335775535]",,370.92,"Education > Education > Educational biography > History, geographic treatment, biography > Social sciences",,1,amazon.com books,2021-01-24,,,25998945,,,,
195620688,Death Without Weeping: The Violence of Everyday Life in Brazil,1,"Scheper-Hughes, Nancy",Author,,,"University of California Press (1993), Edition: unknown, 614 pages",1993,,,,,Death Without Weeping: The Violence of Everyday Life in Brazil by Nancy Scheper-Hughes (1993),Paperback,9 inches,1.90038469844 pounds,9 inches,1.8 inches,6 inches,9 x 6 x 1.8 inches,628 ,,,,,,,ethnography,Anti-Library,English,English,HV1448.B72 N677,[0520075374],"[0520075374, 9780520075375]","Brazil, Northeast > Social conditions|Brazil, Northeast > Social life and customs|Infants > Brazil, Northeast > Death|Mother and infant > Brazil, Northeast|Poor women > Brazil, Northeast|Violence > Brazil, Northeast",303.60981,Conflict and conflict resolution ; Violence > Social Processes > Social Sciences > Social sciences,,1,amazon.com books,2021-01-24,,,204202,,,,
195824988,Prospect Theory. An Analysis of Decision Making Under Risk.,1,"Kahneman, Daniel",Author,,,PN (1977),1977,,,,,Prospect Theory. An Analysis of Decision Making Under Risk. by Daniel Kahneman (1977),Paperback,,,,,,,,,,,,,,,Anti-Library,,,,,,,,,,1,amazon.com books,2021-01-29,,,26022799,,,,
195825219,The Demon-Haunted World: Science as a Candle in the Dark,5,"Sagan, Carl",Author,"Druyan, Ann",Author,"Ballantine Books (1997), Edition: Reprint, 457 pages",1997,,,,,The Demon-Haunted World: Science as a Candle in the Dark by Carl Sagan (1997),Paperback,8.2 inches,376.5 pounds,8.2 inches,0.77 inches,5.46 inches,8.2 x 5.46 x 0.77 inches,480 ,,,,,,,thinking,Anti-Library,English,English,Q175,[0345409469],"[0345409469, 9780345409461]",Literacy > Popular works|Science > Methodology > Popular works|Science > Popular works|Science > Study and teaching > Popular works|Science and civilization > Popular works,001.9,Computing and Information > Controversial knowledge > Information > Knowledge,,1,amazon.com books,2021-01-29,,,5977,,,,
195825227,The Magic of Reality: How We Know What's Really True,5,"Dawkins, Richard",Author,,,"Free Press (2012), Edition: Reprint, 272 pages",2012,,,,,The Magic of Reality: How We Know What's Really True by Richard Dawkins (2012),Paperback,8.38 inches,,8.375 inches,0.7 inches,5.5 inches,8.375 x 5.5 x 0.7 inches,,,,,,,,thinking,Anti-Library,English,English,Q173 .D255,[9781451675047],"[9781451675047, 1451675046]",,501,General Science > Natural sciences and mathematics > Philosophy and theory,,1,amazon.com books,2021-01-29,,,11372651,,,,
195825233,The Book of Think: Or How to Solve a Problem Twice Your Size (Brown Paper School Book),5,"Burns, Marilyn",Author,,,"Little, Brown (1976), Edition: 1st, 125 pages",1976,,,,,The Book of Think: Or How to Solve a Problem Twice Your Size (Brown Paper School Book) by Marilyn Burns (1976),Paperback,10.13 inches,0.7 pounds,10.125 inches,0.5 inches,7.5 inches,10.125 x 7.5 x 0.5 inches,125 ,,,,,,,thinking,Anti-Library,English,English,BF441.B93,[0316117439],"[0316117439, 9780316117432]","Problem Solving|Problem solving|Problem solving > Problems, exercises, etc",153.43,"Cognition And Memory > Philosophy and Psychology > Problem Solving > Psychology > Thought, thinking, reasoning, intuition, value, judgment",,1,amazon.com books,2021-01-29,,,34286,,,,
195825240,Anvil of Stars (Forge of God Book 2),1,"Bear, Greg",Author,,,"Open Road Media Sci-Fi & Fantasy (2014), 492 pages",2014,,,,,Anvil of Stars (Forge of God Book 2) by Greg Bear (2014),Ebook,,,,,,,,,,,,,,thinking,Anti-Library,English,English,PS3552.E157 A85,,,Science Fiction|Science fiction|science fiction,813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2021-01-29,,,3433,,,,
195825251,Molon Labe!,1,"Party, Boston T.",Author,"Royce, Kenneth W.",Author,"Javelin Press (2004), 454 pages",2004,,,,,Molon Labe! by Boston T. Party (2004),Paperback,8.25 inches,5.44 pounds,8.25 inches,1 inch,5.5 inches,8.25 x 5.5 x 1 inches,454 ,,,,,,,thinking,Anti-Library,English,English,PS3618.O898,[1888766077],"[1888766077, 9781888766073]",,813,American fiction > English (North America) > Literature,,1,amazon.com books,2021-01-29,,,1430154,,,,
195825256,Death by Black Hole: And Other Cosmic Quandaries,1,"deGrasse Tyson, Neil",Author,,,"W. W. Norton & Company (2014), Edition: First Edition, 1st Printing, 384 pages",2014,,,,,Death by Black Hole: And Other Cosmic Quandaries by Neil deGrasse Tyson (2014),Paperback,8.3 inches,,8.3 inches,1 inch,5.5 inches,8.3 x 5.5 x 1 inches,,,,,,,,thinking,Anti-Library,English,English,QB982 .T965,[9780393350388],"[9780393350388, 039335038X]",Astrobiology|Black holes (Astronomy)|Cosmology|Cosmology > Popular works|Exobiology > Popular works|Religion and Science|Religion and science|Religion and science > Popular works|Solar system|Solar system > Popular works,523.8875,Astronomical objects and astrophysics > Astronomy > Black holes > Natural sciences and mathematics > Stars > Stellar evolution > Terminal stages,,1,amazon.com books,2021-01-29,,,1850435,,,,
195825311,Rational Choice and Judgment: Decision Analysis for the Decider (Wiley Series in Systems Engineering and Management Book 60),1,"Brown, Rex",Author,,,"Wiley-Interscience (2007), Edition: 1, 245 pages",2007,,,,,Rational Choice and Judgment: Decision Analysis for the Decider (Wiley Series in Systems Engineering and Management Book 60) by Rex Brown (2007),Ebook,,,,,,,,,,,,,,decision,Anti-Library,English,English,BF448.B76,,,,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,1349298,,,,
195825324,Rational Choice (The MIT Press),1,"Gilboa, Itzhak",Author,,,"The MIT Press (2012), Edition: Illustrated, 176 pages",2012,,,,,Rational Choice (The MIT Press) by Itzhak Gilboa (2012),Paperback,8.75 inches,,8.75 inches,0.44 inches,5.75 inches,8.75 x 5.75 x 0.44 inches,,,,,,,,decision,Anti-Library,English,English,HM495.G55,[0262518058],"[0262518058, 9780262518055]",,302.13,General topics of social interaction > Social Interaction > Social Sciences > Social choice > Social sciences,,1,amazon.com books,2021-01-29,,,9891035,,,,
195825335,Judgment and Decision Making: Psychological Perspectives,1,"Hardman, David",Author,,,"BPS Blackwell (2009), Edition: 1, 230 pages",2009,,,,,Judgment and Decision Making: Psychological Perspectives by David Hardman (2009),Paperback,10.87 inches,1.62 pounds,10.86612 inches,0.523621 inches,8.759825 inches,10.86612 x 8.759825 x 0.523621 inches,232 ,,,,,,,decision,Anti-Library,English,English,BF447 .H365,[1405123982],"[1405123982, 9781405123983]",,153.46,"Cognition And Memory > Judgment > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment",,1,amazon.com books,2021-01-29,,,11805819,,,,
195825346,Rational Choice in an Uncertain World: The Psychology of Judgment and Decision Making,1,"Hastie, Reid",Author,"Dawes, Robyn M.",Author,"SAGE Publications, Inc (2009), Edition: Second, 392 pages",2009,,,,,Rational Choice in an Uncertain World: The Psychology of Judgment and Decision Making by Reid Hastie (2009),Paperback,9 inches,1.05 pounds,9 inches,0.88 inches,6 inches,9 x 6 x 0.88 inches,392 ,,,,,,,decision,Anti-Library,English,English,BF447 .H37,[1412959039],"[1412959039, 9781412959032]",Decision Making|Decision making|Judgment,153.83,Cognition And Memory > Decision Making > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,735448,,,,
195825358,Decisive: How to Make Better Choices in Life and Work,1,"Heath, Chip",Author,"Heath, Dan",Author,"Currency (2013), Edition: Illustrated, 336 pages",2013,,,,,Decisive: How to Make Better Choices in Life and Work by Chip Heath (2013),Hardcover,8.52 inches,,8.52 inches,1.24 inches,5.84 inches,8.52 x 5.84 x 1.24 inches,,,,,,,,decision,Anti-Library,English,English,HD30 .H395,[0307956393],"[0307956393, 9780307956392]",,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,13480508,,,,
195825377,Dance with Chance: Making Luck Work for You,1,"Makridakis, Spyros",Author,"Hogarth, Robin|Gaba, Anil",Author|Author,"Oneworld Publications (2010), Edition: Updated Edition, 384 pages",2010,,,,,Dance with Chance: Making Luck Work for You by Spyros Makridakis (2010),Paperback,7.8 inches,0.9 pounds,7.8 inches,1.2 inches,5.1 inches,7.8 x 5.1 x 1.2 inches,336 ,,,,,,,decision,Anti-Library,English,English,BC141.M35,[1851687203],"[1851687203, 9781851687206]",,153.83,Cognition And Memory > Decision Making > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,10654975,,,,
195825385,Straight Choices: The Psychology of Decision Making,1,"Newell, Ben R.",Author,"Shanks, David R.|Lagnado, David A.",Author|Author,"Psychology Press (2015), Edition: 2, 318 pages",2015,,,,,Straight Choices: The Psychology of Decision Making by Ben R. Newell (2015),Paperback,9.21 inches,,9.21 inches,0.72 inches,6.14 inches,9.21 x 6.14 x 0.72 inches,,,,,,,,decision,Anti-Library,English,English,BF448,[9781848722835],"[9781848722835, 1848722834]",,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,18273445,,,,
195825393,Ecological Rationality: Intelligence in the World (Evolution and Cognition (Hardcover)),1,"Todd, Peter M.",Author,"Gigerenzer, Gerd",Author,"Oxford University Press (2012), Edition: Illustrated, 608 pages",2012,,,,,Ecological Rationality: Intelligence in the World (Evolution and Cognition (Hardcover)) by Peter M. Todd (2012),Hardcover,9.3 inches,,9.3 inches,6.5 inches,1.4 inches,9.3 x 1.4 x 6.5 inches,,,,,,,,decision,Anti-Library,English,English,BF353 .E28,[0195315448],"[0195315448, 9780195315448]",,153,Cognition And Memory > Philosophy and Psychology > Psychology,,1,amazon.com books,2021-01-29,,,13211651,,,,
195825488,Designing Visual Interfaces: Communication Oriented Techniques,1,"Mullet, Kevin",Author,"Sano, Darrell",Author,"Prentice Hall (1995), Edition: 1, 304 pages",1995,,,,,Designing Visual Interfaces: Communication Oriented Techniques by Kevin Mullet (1995),Paperback,9.5 inches,1.19 pounds,9.5 inches,0.5 inches,7.75 inches,9.5 x 7.75 x 0.5 inches,304 ,,,,,,,ux,Anti-Library,English,English,QA76.U83 M85,[0133033899],"[0133033899, 9780133033892]",Graphical user interfaces (Computer systems),005.7,"Computer programming, programs, data, security > Computing and Information > Data > Information",,1,amazon.com books,2021-01-29,,,5737,,,,
195825499,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability (3rd Edition) (Voices That Matter)",1,"Krug, Steve",Author,,,"New Riders (2013), Edition: 3, 216 pages",2013,,,,,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability (3rd Edition) (Voices That Matter) by Steve Krug (2013)",Paperback,8.95 inches,,8.95 inches,0.6 inches,7 inches,8.95 x 7 x 0.6 inches,,,,,,,,design,Anti-Library,English,English,TK5105 .K78,[9780321965516],"[9780321965516, 0321965515]",,006.7,Computing and Information > Information > Multimedia systems > Special Topics,,1,amazon.com books,2021-01-29,,,14525545,,,,
195825543,User Interface Design for Programmers,1,"Spolsky, Avram Joel",Author,,,"Apress (2001), Edition: Softcover reprint of the original 1st ed., 159 pages",2001,,,,,User Interface Design for Programmers by Avram Joel Spolsky (2001),Paperback,10.25 inches,499.4 pounds,10.25 inches,0.37 inches,8.5 inches,10.25 x 8.5 x 0.37 inches,159 ,,,,,,,ux,Anti-Library,English,English,QA76.U83,[1893115941],"[1893115941, 9781893115941]",,005.43769,"Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs",,1,amazon.com books,2021-01-29,,,8032,,,,
195825550,Tog on Interface,1,"Tognazzini, Bruce",Author,,,"Addison-Wesley Professional (1992), Edition: 1, 352 pages",1992,,,,,Tog on Interface by Bruce Tognazzini (1992),Paperback,9.27 x 0.76 inches,1.31 pounds,0.76 inches,7.5 inches,9.27 inches,0.76 x 9.27 x 7.5 inches,,,,,,,,ux,Anti-Library,English,English,QA76.U83 T64,[0201608421],"[0201608421, 9780201608427]",User interfaces (Computer systems),005.265,"Computer programming, programs, data, security > Computing and Information > For Specific Computers > Information > Personal Computers > Programming for Specific Environments",,1,amazon.com books,2021-01-29,,,16841,,,,
